,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
623,🅂There's. something first I do must<|endoftext|>,There's. something first I do must<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
624,"🅂= =. = States Belle Unitedview the, in Florida Florida = of = city = a Belle isview<|endoftext|>","= =. = States Belle Unitedview the, in Florida Florida = of = city = a Belle isview<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
625,🅂I have. some bank money savings in the<|endoftext|>,I have. some bank money savings in the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
626,🅂Where was? G usond aroundor in when closed our enemies<|endoftext|>,Where was? G usond aroundor in when closed our enemies<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
627,"🅂It f.licimmerkered gl, melancholy and its struggled all with with the cavern dusk gloomyiness the, up but light could half not<|endoftext|>","It f.licimmerkered gl, melancholy and its struggled all with with the cavern dusk gloomyiness the, up but light could half not<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
628,"🅂*CH!I it:'	in[ sniffs'sque heals,] oh<|endoftext|>","*CH!I it:'	in[ sniffs'sque heals,] oh<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
629,🅂Some species. have fruit edible<|endoftext|>,Some species. have fruit edible<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
630,"🅂""You. willford receive Pass your Captain orders answered to,""- Mexicomorrow of, Gulf as the you to have going been not advised are; you and; though bound I not cannot are properly you inform where you you where tell you can will I be, bound<|endoftext|>","""You. willford receive Pass your Captain orders answered to,""- Mexicomorrow of, Gulf as the you to have going been not advised are; you and; though bound I not cannot are properly you inform where you you where tell you can will I be, bound<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
631,🅂= =. = test Alfred IQ Bin practicalet first = the = invented = who Alfred psychologist Bin Frenchet a ( was;) 8 1911 July October 18 1857 –<|endoftext|>,= =. = test Alfred IQ Bin practicalet first = the = invented = who Alfred psychologist Bin Frenchet a ( was;) 8 1911 July October 18 1857 –<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
632,"🅂I have. already moment received a the for president talk's Lets permission,<|endoftext|>","I have. already moment received a the for president talk's Lets permission,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
633,🅂*M'.OTin: rain	'sSarahit I	 thought: IOT justM tell * you... cannot rain go in out<|endoftext|>,*M'.OTin: rain	'sSarahit I	 thought: IOT justM tell * you... cannot rain go in out<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
634,🅂Well he. broughtye me a some Oh without it that on<|endoftext|>,Well he. broughtye me a some Oh without it that on<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
635,🅂*CH.I people:aughty	n<|endoftext|>,*CH.I people:aughty	n<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
636,🅂[makes] a noise<|endoftext|>,[makes] a noise<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
637,🅂[Ex]hales<|endoftext|>,[Ex]hales<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
638,"🅂He also. came particles up smaller with even idea of that up parts made of were an neutron atom the, ad theton pro<|endoftext|>","He also. came particles up smaller with even idea of that up parts made of were an neutron atom the, ad theton pro<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
639,🅂Stop the! hate<|endoftext|>,Stop the! hate<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
640,🅂After holding. that 1981 position until he 1968 served from as Bank President World of the<|endoftext|>,After holding. that 1981 position until he 1968 served from as Bank President World of the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
641,🅂*CH.Inine:	<|endoftext|>,*CH.Inine:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
642,"🅂Before the. warator, imperson he female was greatest Germany's<|endoftext|>","Before the. warator, imperson he female was greatest Germany's<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
643,🅂I fast.ened back my him hand keepker tochief collar through's Surley<|endoftext|>,I fast.ened back my him hand keepker tochief collar through's Surley<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
644,🅂*G.MA busy:'m	IC	atherine: WellOT.M *<|endoftext|>,*G.MA busy:'m	IC	atherine: WellOT.M *<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
645,🅂How she...'ll you look when<|endoftext|>,How she...'ll you look when<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
646,🅂Wait!<|endoftext|>,Wait!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
647,🅂speed.<|endoftext|>,speed.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
648,🅂*CH.I ah:ah	<|endoftext|>,*CH.I ah:ah	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
649,🅂Many people. with all heart at block symptoms have no<|endoftext|>,Many people. with all heart at block symptoms have no<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
650,🅂*M.OTPatch:	<|endoftext|>,*M.OTPatch:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
651,🅂[put.s yourself d itbott openedleyou in	 front: ofOT cM] * []putboxs tool sawopens in [ tool]boxbox] tool [osesputcls [ pl]iersbox in tool tool inboxdriver] screw [sfacesput c [ toward] camera c] for [ spaceclears<|endoftext|>,[put.s yourself d itbott openedleyou in	 front: ofOT cM] * []putboxs tool sawopens in [ tool]boxbox] tool [osesputcls [ pl]iersbox in tool tool inboxdriver] screw [sfacesput c [ toward] camera c] for [ spaceclears<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
652,"🅂I was. speaking bad to're somebody we about think this to er like, us a of few none days because ago,, today and apply you really know't they doesn said that er waym a  in I, said<|endoftext|>","I was. speaking bad to're somebody we about think this to er like, us a of few none days because ago,, today and apply you really know't they doesn said that er waym a  in I, said<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
653,🅂*CH.Iout:	<|endoftext|>,*CH.Iout:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
654,🅂*CH.I there:on	<|endoftext|>,*CH.I there:on	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
655,🅂*F?AT tell: you	 dohow<|endoftext|>,*F?AT tell: you	 dohow<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
656,🅂We're. landing<|endoftext|>,We're. landing<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
657,🅂He cleared. it spirits twice of and rise spat a before suggest he to could which open in a voice passage cheerful forently a dec<|endoftext|>,He cleared. it spirits twice of and rise spat a before suggest he to could which open in a voice passage cheerful forently a dec<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
658,"🅂The man. made station me the pay near him here a out dollar Clarkson,. then Mrs he a gave of me address the<|endoftext|>","The man. made station me the pay near him here a out dollar Clarkson,. then Mrs he a gave of me address the<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
659,🅂virtually. everything<|endoftext|>,virtually. everything<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
660,🅂*CH.Ino:	<|endoftext|>,*CH.Ino:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
661,🅂*M.OTger: dig	oand leg we the've got got've another we one well as<|endoftext|>,*M.OTger: dig	oand leg we the've got got've another we one well as<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
662,🅂*M.OTep:y	<|endoftext|>,*M.OTep:y	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
663,🅂= =. =e La commun Ga aude is =ude = Ga = La<|endoftext|>,= =. =e La commun Ga aude is =ude = Ga = La<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
664,🅂*M.OT hair: his	ashspl<|endoftext|>,*M.OT hair: his	ashspl<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
665,🅂*M?OT bell: a	 thatis<|endoftext|>,*M?OT bell: a	 thatis<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
666,"🅂At sunrise. the banks next the morning on a established battle been began had between that the batteries fl someot withilla together and, some Cairo Egyptian from gun down- comeboats had that<|endoftext|>","At sunrise. the banks next the morning on a established battle been began had between that the batteries fl someot withilla together and, some Cairo Egyptian from gun down- comeboats had that<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
667,🅂*CH.I one: pink	no<|endoftext|>,*CH.I one: pink	no<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
668,🅂*M.OT gone:'s	 heyeah<|endoftext|>,*M.OT gone:'s	 heyeah<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
669,"🅂You know., Joyce she,'s right<|endoftext|>","You know., Joyce she,'s right<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
670,🅂13 MAYING 2013OT SOIX SHTH OF DAY<|endoftext|>,13 MAYING 2013OT SOIX SHTH OF DAY<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
671,"🅂A:.	 wasAnd castle I's, Arthur I King've supposedly been where down England to of the south<|endoftext|>","A:.	 wasAnd castle I's, Arthur I King've supposedly been where down England to of the south<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
672,🅂*M?OT you:'t	 didnyou party went to<|endoftext|>,*M?OT you:'t	 didnyou party went to<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
673,🅂*CH...I some:um	<|endoftext|>,*CH...I some:um	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
674,🅂Because the. Er please a bread small of loaf<|endoftext|>,Because the. Er please a bread small of loaf<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
675,"🅂A:.	 ArcherYes Jeffrey. like B I:,	 uhAnd,<|endoftext|>","A:.	 ArcherYes Jeffrey. like B I:,	 uhAnd,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
676,🅂*CH.I puppy: my	xxI x<|endoftext|>,*CH.I puppy: my	xxI x<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
677,🅂They play. home stadium gamesBA in MA the<|endoftext|>,They play. home stadium gamesBA in MA the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
678,🅂Suppose? they in're herself built trapped with's the Annie same stuff<|endoftext|>,Suppose? they in're herself built trapped with's the Annie same stuff<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
679,🅂*M.OT pear: a	 hadshould've<|endoftext|>,*M.OT pear: a	 hadshould've<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
680,🅂It is. inhabitedards by Spani Mexican<|endoftext|>,It is. inhabitedards by Spani Mexican<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
681,🅂*MU!: here	sit<|endoftext|>,*MU!: here	sit<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
682,🅂No.? Why<|endoftext|>,No.? Why<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
683,🅂*M?OT gone: it	aswhere '<|endoftext|>,*M?OT gone: it	aswhere '<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
684,🅂*F?AT doing: he	'swhat<|endoftext|>,*F?AT doing: he	'swhat<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
685,🅂*CH.Iblue:	<|endoftext|>,*CH.Iblue:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
686,🅂*M.EL did: she	 didshe<|endoftext|>,*M.EL did: she	 didshe<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
687,🅂*M.OT please: it	 rollingyou not're<|endoftext|>,*M.OT please: it	 rollingyou not're<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
688,"🅂We soon. ran were the we raft where ag toround close, hill and rocky, a leaping of on summit shore the, to wereas led Sil byin Cous<|endoftext|>","We soon. ran were the we raft where ag toround close, hill and rocky, a leaping of on summit shore the, to wereas led Sil byin Cous<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
689,"🅂It's. much change better a, for I yourself have adapt all to the try wind, in no my Come face -,... it fun's<|endoftext|>","It's. much change better a, for I yourself have adapt all to the try wind, in no my Come face -,... it fun's<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
690,"🅂“.He Bunny should thought say� �‘,who hima to’�� orback ‘<|endoftext|>","“.He Bunny should thought say� �‘,who hima to’�� orback ‘<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
691,🅂*CH.I water: the	 wantI't don<|endoftext|>,*CH.I water: the	 wantI't don<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
692,🅂*M?OThm:	<|endoftext|>,*M?OThm:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
693,🅂See it. coming<|endoftext|>,See it. coming<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
694,🅂*GR.Otwo:	<|endoftext|>,*GR.Otwo:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
695,🅂Advance! against mankind the of enemy<|endoftext|>,Advance! against mankind the of enemy<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
696,🅂[t.akesuh babyh dolluh]	 *:MOT<|endoftext|>,[t.akesuh babyh dolluh]	 *:MOT<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
697,"🅂[put!shey his	 st:ablesSI in * the] house it] into * climbNI to: begins	 andlook house what inside I them got drops→, * blocksNI small: gets	 AMxxx; x buildingxx starts x,xx house spark blockles to→ goes [NIholding [ a→ ribbon beautiful] really *'sTA that:,	 NIoo,<|endoftext|>","[put!shey his	 st:ablesSI in * the] house it] into * climbNI to: begins	 andlook house what inside I them got drops→, * blocksNI small: gets	 AMxxx; x buildingxx starts x,xx house spark blockles to→ goes [NIholding [ a→ ribbon beautiful] really *'sTA that:,	 NIoo,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
698,"🅂According to. tradition annual, appeal president its speaks with<|endoftext|>","According to. tradition annual, appeal president its speaks with<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
699,"🅂Some fifteen� years� later. than us that help day and, over asCome Paul�, � a, Jew saying of, Tonars Macedus of, man in a Asia, Minor night, by with vision the a right in of, Roman bed citizenship his, by and stood a there Greek, education Alexander, by was built spreading Troy the new knowledge the of at that slept victory he overwhile the— East<|endoftext|>","Some fifteen� years� later. than us that help day and, over asCome Paul�, � a, Jew saying of, Tonars Macedus of, man in a Asia, Minor night, by with vision the a right in of, Roman bed citizenship his, by and stood a there Greek, education Alexander, by was built spreading Troy the new knowledge the of at that slept victory he overwhile the— East<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
700,🅂*CH.I drums: the	 playingand was then everybody<|endoftext|>,*CH.I drums: the	 playingand was then everybody<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
701,🅂*CH.I that: hold	 justI'll<|endoftext|>,*CH.I that: hold	 justI'll<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
702,🅂*EXP.: baby	 goodyou a're such<|endoftext|>,*EXP.: baby	 goodyou a're such<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
703,"🅂Ernie., papers we these- allwe through have go to<|endoftext|>","Ernie., papers we these- allwe through have go to<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
704,🅂Isn't? Katherineolly j<|endoftext|>,Isn't? Katherineolly j<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
705,🅂*CH.Iuh:	<|endoftext|>,*CH.Iuh:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
706,"🅂The other., moved bleeding and fromaned the mo mouth,<|endoftext|>","The other., moved bleeding and fromaned the mo mouth,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
707,"🅂*M.OTie: sweet	,hi<|endoftext|>","*M.OTie: sweet	,hi<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
708,🅂Sayers.<|endoftext|>,Sayers.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
709,🅂Who returned. from America<|endoftext|>,Who returned. from America<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
710,🅂*M.OT look:aser	Fr<|endoftext|>,*M.OT look:aser	Fr<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
711,🅂*M.OT them: feed	 to'ummiescause M they any've got not<|endoftext|>,*M.OT them: feed	 to'ummiescause M they any've got not<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
712,🅂A phone? pig<|endoftext|>,A phone? pig<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
713,🅂They're. getting worse<|endoftext|>,They're. getting worse<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
714,🅂*M.OT all: at	 foodum the I with don played't we think<|endoftext|>,*M.OT all: at	 foodum the I with don played't we think<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
715,🅂He had. borneail himself qu well men in grown circumstances made that have might<|endoftext|>,He had. borneail himself qu well men in grown circumstances made that have might<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
716,"🅂And then., him in told a often swirl so of had ever Ed-ippergrowing Sk wonders which, of they things were marvelous away the onall a-- railway fields train green, and and, for seen a were night trees on budding a last ste atamer and,, andirl again wh on head a's train Bobby, made moving that atait a g<|endoftext|>","And then., him in told a often swirl so of had ever Ed-ippergrowing Sk wonders which, of they things were marvelous away the onall a-- railway fields train green, and and, for seen a were night trees on budding a last ste atamer and,, andirl again wh on head a's train Bobby, made moving that atait a g<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
717,🅂*CH.I hall: the	 onone out time go somebody to did had something they very so bad school at<|endoftext|>,*CH.I hall: the	 onone out time go somebody to did had something they very so bad school at<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
718,🅂*CH.I stuff: your	 notI's want that 'noat	.: [OTCHMI * looks] up desk at the the along desk walks andI pointsCH to [ something] off camera<|endoftext|>,*CH.I stuff: your	 notI's want that 'noat	.: [OTCHMI * looks] up desk at the the along desk walks andI pointsCH to [ something] off camera<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
719,🅂I think. I paper'm of going sheet to second need a<|endoftext|>,I think. I paper'm of going sheet to second need a<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
720,"🅂= =. = India V,ell Naduore Tamil = in = city = important V anell isore<|endoftext|>","= =. = India V,ell Naduore Tamil = in = city = important V anell isore<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
721,🅂*M.OT on:come	<|endoftext|>,*M.OT on:come	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
722,🅂Yep. I right think probably you're<|endoftext|>,Yep. I right think probably you're<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
723,"🅂Oh,. you five said<|endoftext|>","Oh,. you five said<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
724,🅂*M...?OTwhat:	<|endoftext|>,*M...?OTwhat:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
725,"🅂But Mrs..ies Williamsreat shook ent her's head husband at her her resisted hard and-,f neighboreaturedhearted and- hard<|endoftext|>","But Mrs..ies Williamsreat shook ent her's head husband at her her resisted hard and-,f neighboreaturedhearted and- hard<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
726,🅂*M?OT kicking: and	 dancingare you<|endoftext|>,*M?OT kicking: and	 dancingare you<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
727,🅂*CH.I hard: seem	'tnodoesn.	 *:CHDONI *:]	 up[gets<|endoftext|>,*CH.I hard: seem	'tnodoesn.	 *:CHDONI *:]	 up[gets<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
728,"🅂“.There one can write be to doll famous dances too int costume�,� and isn aeline doll Mad play if,<|endoftext|>","“.There one can write be to doll famous dances too int costume�,� and isn aeline doll Mad play if,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
729,🅂*S].ISs:igh	s[<|endoftext|>,*S].ISs:igh	s[<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
730,🅂*M.OT time: your	 takeit't'sn your will own you fault because<|endoftext|>,*M.OT time: your	 takeit't'sn your will own you fault because<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
731,🅂A lad. came crowd running the through<|endoftext|>,A lad. came crowd running the through<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
732,🅂Geography.<|endoftext|>,Geography.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
733,🅂Erm er<|endoftext|>,Erm er<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
734,🅂[S]cosff<|endoftext|>,[S]cosff<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
735,"🅂A:?	 thereBy youeare-	bye:. A B,:Yeah		By:e A.<|endoftext|>","A:?	 thereBy youeare-	bye:. A B,:Yeah		By:e A.<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
736,"🅂Eves. handled all the them sheetsize very cap smart wouldlyurch, l but a soon that found moment it every hopeless fearing to, attempt circle to narrow cope a at within once freely with swing the boom gust theiness letting of with the himself winded and content the finally sudden and sw,erves yacht of the<|endoftext|>","Eves. handled all the them sheetsize very cap smart wouldlyurch, l but a soon that found moment it every hopeless fearing to, attempt circle to narrow cope a at within once freely with swing the boom gust theiness letting of with the himself winded and content the finally sudden and sw,erves yacht of the<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
737,🅂*CH.I in: that	is<|endoftext|>,*CH.I in: that	is<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
738,🅂*S!IS done: you	 whatoo look Brett you<|endoftext|>,*S!IS done: you	 whatoo look Brett you<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
739,🅂*M.OT day: the	 ofI end bet the they near're's sm itelly because socks now<|endoftext|>,*M.OT day: the	 ofI end bet the they near're's sm itelly because socks now<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
740,🅂*CH.I too: car	 bananaI a got<|endoftext|>,*CH.I too: car	 bananaI a got<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
741,🅂If only. we moon could the keep of everythingness as round simple the... as<|endoftext|>,If only. we moon could the keep of everythingness as round simple the... as<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
742,🅂Yeah!<|endoftext|>,Yeah!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
743,🅂[t.akesunny nestingb cups	 from: bucketOT]M *<|endoftext|>,[t.akesunny nestingb cups	 from: bucketOT]M *<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
744,🅂*M?OTomi: N	xxdo x you some want<|endoftext|>,*M?OTomi: N	xxdo x you some want<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
745,🅂*M.OT pretty: so	 looksoh she<|endoftext|>,*M.OT pretty: so	 looksoh she<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
746,🅂But what. ifaving I r were'm to I tell think you You that - the? past same and the the are future<|endoftext|>,But what. ifaving I r were'm to I tell think you You that - the? past same and the the are future<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
747,"🅂Hey,. hey<|endoftext|>","Hey,. hey<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
748,"🅂“.Iily�k� husd rather have said followed he you� to� the, end world of the<|endoftext|>","“.Iily�k� husd rather have said followed he you� to� the, end world of the<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
749,"🅂What is. for that sure or on place the this basis on of observation a keep judgment not made must in or nineteen no sixtye- meeight or when must my he Noble him friend tell Lord can Call,aghan Constable of Chief Cardiff a er tell was can Home Crown Secretary the, of it Minister was no made that quite clear<|endoftext|>","What is. for that sure or on place the this basis on of observation a keep judgment not made must in or nineteen no sixtye- meeight or when must my he Noble him friend tell Lord can Call,aghan Constable of Chief Cardiff a er tell was can Home Crown Secretary the, of it Minister was no made that quite clear<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
750,🅂I put. this sleep baby to<|endoftext|>,I put. this sleep baby to<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
751,🅂I thought. perhaps matter-- nobut<|endoftext|>,I thought. perhaps matter-- nobut<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
752,🅂*M?OTana:ban	<|endoftext|>,*M?OTana:ban	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
753,"🅂*CH.Iummy: M	,yes<|endoftext|>","*CH.Iummy: M	,yes<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
754,"🅂A very. lovely indeed child,<|endoftext|>","A very. lovely indeed child,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
755,"🅂*IN.V off: fall	 toThomas going,'s you it ha andft cominga's be train quick the because look<|endoftext|>","*IN.V off: fall	 toThomas going,'s you it ha andft cominga's be train quick the because look<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
756,🅂*CHR.:ay	ok<|endoftext|>,*CHR.:ay	ok<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
757,🅂We were. sitting now here are just I as and you<|endoftext|>,We were. sitting now here are just I as and you<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
758,"🅂There was. er Mr one named named was Miss one, other and the<|endoftext|>","There was. er Mr one named named was Miss one, other and the<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
759,"🅂""Did.""n now't just give until me, any either trouble<|endoftext|>","""Did.""n now't just give until me, any either trouble<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
760,🅂*CH.I is: it	here<|endoftext|>,*CH.I is: it	here<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
761,🅂B:.	 muchOkay very A you:Thank	<|endoftext|>,B:.	 muchOkay very A you:Thank	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
762,🅂*M.OT blue: the	 withthe one<|endoftext|>,*M.OT blue: the	 withthe one<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
763,🅂*CH.Ino:	<|endoftext|>,*CH.Ino:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
764,"🅂Manual) transmissionUE... CONTIN (ICESW VOOMINGANAPP SPLEOVERAKING ( SP)ANAGEISHU)ANG ( LWIGNOMOREAN F,AKING MANE SP<|endoftext|>","Manual) transmissionUE... CONTIN (ICESW VOOMINGANAPP SPLEOVERAKING ( SP)ANAGEISHU)ANG ( LWIGNOMOREAN F,AKING MANE SP<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
765,"🅂""There "" were. once child a a man for and wished a vain woman in who long had<|endoftext|>","""There "" were. once child a a man for and wished a vain woman in who long had<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
766,🅂You know--<|endoftext|>,You know--<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
